"","CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","AUTHOR","BOOKTITLE","CHAPTER","CROSSREF","EDITION","EDITOR","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","DOI","ISSN","ISSUE","URL","ABSTRACT","ISBN","AUTHOR.1","JOURNAL.1","NOTE.1","PAGES.1","TITLE.1","VOLUME.1","YEAR.1","DOI.1","ISSN.1","URL.1"
"292","ARTICLE","Gluc2016293",NA,NA,"M Udina, R Navinés, E Egmond, G Oriolo, K Langohr, D Gimenez, M Valdés, E Gómez-Gil, I Grande, M Gratacós, F Kapczinski, F Artigas, E Vieta, R Sol� , R Martín-Santos",NA,NA,NA,NA,"NA",NA,NA,"International Journal of Neuropsychopharmacology",NA,"4","SGR2022: YES , PID: NO , HQ: 1 , IF: 4,712 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"pyv135",NA,NA,NA,"Glucocorticoid Receptors, Brain-Derived Neurotrophic Factor, Serotonin and Dopamine Neurotransmission are Associated with Interferon-Induced Depression",NA,"19","2016","10.1093/ijnp/pyv135","1461-1457","4","https://academic.oup.com/ijnp/article-lookup/doi/10.1093/ijnp/pyv135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","ARTICLE","High2018294",NA,NA,"Eugènia Negredo, Klaus Langohr, Anna Bonjoch, Núria Pérez-Alvárez, Carla Estany, Jordi Puig, Joaquim Rosales, Patricia Echeverría, Bonaventura Clotet, Guadalupe Gómez",NA,NA,NA,NA,"NA",NA,NA,"Journal of Antimicrobial Chemotherapy",NA,"9","SGR2022: YES , PID: NO , HQ: 1 , IF: 5,113 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"2452-2459",NA,NA,NA,"High risk and probability of progression to osteoporosis at 10 years in HIV-infected individuals: the role of PIs",NA,"73","2018","10.1093/jac/dky201","0305-7453","9","https://academic.oup.com/jac/article/73/9/2452/5026321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","ARTICLE","Impo2016295",NA,NA,"Jordi Cortés, Martí Casals, Klaus Langohr, José Antonio González",NA,NA,NA,NA,"NA",NA,NA,"Medicina Clínica",NA,"2","SGR2022: YES , PID: NO , HQ: 3 , IF: 1,125 , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"178-181",NA,NA,NA,"Importancia de la potencia y la hipótesis en el valor p",NA,"146","2016","10.1016/j.medcli.2015.10.011","00257753","4","https://linkinghub.elsevier.com/retrieve/pii/S0025775315005801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","ARTICLE","Impo2021296",NA,NA,"Klaus Langohr",NA,NA,NA,NA,"NA",NA,NA,"Medicina Clínica Práctica",NA,"12","SGR2022: YES , PID: NO , NA , NA , Firstauthor: YES , Lastauthor: YES , Bioinf: - , Stat_Prob: - ,  ,",NA,NA,"100292",NA,NA,NA,"Importancia del diseño experimental",NA,"4","2021","10.1016/j.mcpsp.2021.100292","26039249",NA,"https://linkinghub.elsevier.com/retrieve/pii/S260392492100104X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","ARTICLE","Reta2018297",NA,NA,"Joan Miquel, F. Santana, E. Palau, M. Vinagre, K. Langohr, A. Casals, C. Torrens",NA,NA,NA,NA,"NA",NA,NA,"Archives of Orthopaedic and Trauma Surgery",NA,"11","SGR2022: YES , PID: NO , HQ: 4 , IF: 0.167 (SJR) , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1533-1539",NA,NA,NA,"Retaining or excising the supraspinatus tendon in complex proximal humeral fractures treated with reverse prosthesis: a biomechanical analysis in two different designs",NA,"138","2018","10.1007/s00402-018-3016-8","0936-8051","11","http://link.springer.com/10.1007/s00402-018-3016-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","ARTICLE","LESI2018298",NA,NA,"M.J. Blasco, M. Casals, T. Fernández-Villa, A.J. Molina, F.V. Martínez, K. Langohr, C. Ayán, A. Martín, V. Martín",NA,NA,NA,NA,"NA",NA,NA,"Revista Internacional de Medicina y Ciencias de la Actividad Física y del Deporte",NA,"12","SGR2022: YES , PID: NO , HQ: 4 , IF: 1,031 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"709",NA,NA,NA,"LESIONES EN LA LUCHA TRADICIONAL: EL CASO DE LA LUCHA LEONESA (2005-2015)",NA,"18","2018","10.15366/rimcafd2018.72.008","1577-0354","72","https://revistas.uam.es/rimcafd/article/view/10459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","ARTICLE","Mode2020299",NA,NA,"Daewoo Pak, Klaus Langohr, Jing Ning, Jordi Cortés Martínez, Guadalupe Gómez Melis, Yu Shen",NA,NA,NA,NA,"NA",NA,NA,"Mathematics",NA,"9","SGR2022: YES , PID: YES , HQ: 1 , IF: 2,258 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1631",NA,NA,NA,"Modeling the Coronavirus Disease 2019 Incubation Period: Impact on Quarantine Policy",NA,"8","2020","10.3390/math8091631","2227-7390","9","https://www.mdpi.com/2227-7390/8/9/1631","<p>The incubation period of coronavirus disease 2019 (COVID-19) is not always observed exactly due to uncertain onset times of infection and disease symptoms. In this paper, we demonstrate how to estimate the distribution of incubation and its association with patient demographic factors when the exact dates of infection and symptoms’ onset may not be observed. The findings from analysis of the confirmed COVID-19 cases indicate that age could be associated with the incubation period, and an age-specific quarantine policy might be more efficient than a unified one in confining COVID-19.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","ARTICLE","Mort2019300",NA,NA,"Jose Martínez, Klaus Langohr, Julián Felipo, Martí Casals",NA,NA,NA,NA,"NA",NA,NA,"Applied Sciences",NA,"2","SGR2022: YES , PID: NO , HQ: 3 , IF: 2,474 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"500",NA,NA,NA,"Mortality of NBA Players: Risk Factors and Comparison with the General US Population",NA,"9","2019","10.3390/app9030500","2076-3417","3","http://www.mdpi.com/2076-3417/9/3/500","<p>Concerns have been raised recently by players’ associations regarding the risk of death among retired players. Using a retrospective cohort study, we analyzed factors associated with the mortality of National Basketball Association (NBA) players and compared their life expectancy with that of the general population. We analyzed a cohort of 3985 players who participated in the NBA from its inception in 1946 to April 2015 (481 active and 3504 former players). We used the data for the 3504 former NBA players, of whom 687 (19.1%) died before 15 April 2015, to study the elapsed time between the end of their NBA careers until death. Cox proportional hazards models were employed in the multivariate survival analysis. After adjusting for age at the end of the NBA career and calendar year, we found that mortality is associated with height and ethnicity. Taller players and African-American players had a higher instantaneous risk of death than shorter players or white players. In addition, the life expectancy of players (regardless of height and ethnicity) has increased since the inception of the NBA. This is one of the first studies using such an extensive cohort of professional basketball players and Cox proportional hazards models. Results confirmed that height is associated with mortality. In addition, ethnicity is also linked to mortality; white players and small players live longer. Our study is useful for devising strategies for health interventions and the proper allocation of resources with respect to the general population.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","ARTICLE","Neon2021301",NA,NA,"Maria Luisa Imaz, Klaus Langohr, Mercè Torra, Dolors Soy, Luisa García-Esteve, Rocio Martin-Santos",NA,NA,NA,NA,"NA",NA,NA,"Frontiers in Pharmacology",NA,"9","SGR2022: YES , PID: YES , HQ: 1 , IF: 5,811 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Neonatal Feeding Trajectories in Mothers With Bipolar Disorder Taking Lithium: Pharmacokinetic Data",NA,"12","2021","10.3389/fphar.2021.752022","1663-9812",NA,"https://www.frontiersin.org/articles/10.3389/fphar.2021.752022/full","<p> <bold>Purpose:</bold> Women who take lithium during pregnancy and continue after delivery may choose to breastfeed, formula feed, or mix these options. The aim of the study was to evaluate the neonatal lithium serum concentrations based on these three feeding trajectories. </p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","ARTICLE","N-of2019302",NA,NA,"Natalia Soldevila-Domenech, Anna Boronat, Klaus Langohr, Rafael de la Torre",NA,NA,NA,NA,"NA",NA,NA,"Frontiers in Nutrition",NA,"7","SGR2022: YES , PID: NO , HQ: 2 , IF: 3,365 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"N-of-1 Clinical Trials in Nutritional Interventions Directed at Improving Cognitive Function",NA,"6","2019","10.3389/fnut.2019.00110","2296-861X",NA,"https://www.frontiersin.org/article/10.3389/fnut.2019.00110/full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","ARTICLE","Non-2017303",NA,NA,"Clara Pérez-Mañá, Magí Farré, Antoni Pastor, Francina Fonseca, Marta Torrens, Esther Menoyo, Mitona Pujadas, Silvia Frias, Klaus Langohr, Rafael de la Torre",NA,NA,NA,NA,"NA",NA,NA,"Alcohol and Alcoholism",NA,"9","SGR2022: YES , PID: NO , HQ: 3 , IF: 2,368 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"587-594",NA,NA,NA,"Non-Linear Formation of EtG and FAEEs after Controlled Administration of Low to Moderate Doses of Ethanol",NA,"52","2017","10.1093/alcalc/agx033","0735-0414","5","https://academic.oup.com/alcalc/article/52/5/587/3862033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","ARTICLE","Phar2017304",NA,NA,"Albert Goday Arno, Magí Farré, Jose Rodríguez-Morató, Jose M. Ramon, Clara Pérez-Mañá, Esther Papaseit, Ester Civit, Klaus Langohr, Marcel lí Carbó, David Benaiges Boix, Olga Castañer Nino, Juana Antonia Flores Le Roux, Manuel Pera, Luis Grande, Rafael de la Torre",NA,NA,NA,NA,"NA",NA,NA,"Obesity Surgery",NA,"5","SGR2022: YES , PID: NO , HQ: 1 , IF: 3,89 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Pharmacokinetics in Morbid Obesity: Influence of Two Bariatric Surgery Techniques on Paracetamol and Caffeine Metabolism",NA,NA,"2017","10.1007/s11695-017-2745-z","0960-8923",NA,"http://link.springer.com/10.1007/s11695-017-2745-z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","ARTICLE","Pref2020305",NA,NA,"Laura Forcano, Marta Castellano, Aida Cuenca� Royo, Albert Goday� Arno, Antoni Pastor, Klaus Langohr, Olga Castañer, Karla Alejandra Pérez� Vega, Carme Serra, Giulio Ruffini, Miguel Alonso� Alonso, Aureli Soria� Frisch, Rafael Torre",NA,NA,NA,NA,"NA",NA,NA,"Obesity",NA,"4","SGR2022: YES , PID: YES , HQ: 2 , IF: 5,002 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"696-705",NA,NA,NA,"Prefrontal Cortex Neuromodulation Enhances Frontal Asymmetry and Reduces Caloric Intake in Patients with Morbid Obesity",NA,"28","2020","10.1002/oby.22745","1930-7381","4","https://onlinelibrary.wiley.com/doi/10.1002/oby.22745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","ARTICLE","Reta2018306",NA,NA,"Joan Miquel, F. Santana, E. Palau, M. Vinagre, K. Langohr, A. Casals, C. Torrens",NA,NA,NA,NA,"NA",NA,NA,"Archives of Orthopaedic and Trauma Surgery",NA,"11","SGR2022: YES , PID: NO , HQ: 2 , IF: 1,973 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1533-1539",NA,NA,NA,"Retaining or excising the supraspinatus tendon in complex proximal humeral fractures treated with reverse prosthesis: a biomechanical analysis in two different designs",NA,"138","2018","10.1007/s00402-018-3016-8","0936-8051","11","http://link.springer.com/10.1007/s00402-018-3016-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","ARTICLE","Role2017307",NA,NA,"Alba Chacon-Cabrera, Mercè Mateu-Jimenez, Klaus Langohr, Clara Fermoselle, Elena García-Arumí, Antoni L. Andreu, Jose Yelamos, Esther Barreiro",NA,NA,NA,NA,"NA",NA,NA,"Journal of Cellular Physiology",NA,"12","SGR2022: YES , PID: NO , HQ: 1 , IF: 3,923 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"3744-3761",NA,NA,NA,"Role of PARP activity in lung cancer-induced cachexia: Effects on muscle oxidative stress, proteolysis, anabolic markers, and phenotype",NA,"232","2017","10.1002/jcp.25851","00219541","12","https://onlinelibrary.wiley.com/doi/10.1002/jcp.25851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","ARTICLE","Safe2016308",NA,NA,"Rafael de la Torre, Susana de Sola, Gimena Hernandez, Magí Farré, Jesus Pujol, Joan Rodriguez, Josep María Espadaler, Klaus Langohr, Aida Cuenca-Royo, Alessandro Principe, Laura Xicota, Nathalie Janel, Silvina Catuara-Solarz, Gonzalo Sanchez-Benavides, Henri Bléhaut, Iván Dueñas-Espín, Laura del Hoyo, Bessy Benejam, Laura Blanco-Hinojo, Sebastiá Videla, Montserrat Fitó, Jean Maurice Delabar, Mara Dierssen",NA,NA,NA,NA,"NA",NA,NA,"The Lancet Neurology",NA,"7","SGR2022: YES , PID: NO , HQ: 1 , IF: 26,284 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"801-810",NA,NA,NA,"Safety and efficacy of cognitive training plus epigallocatechin-3-gallate in young adults with Down's syndrome (TESDAD): a double-blind, randomised, placebo-controlled, phase 2 trial",NA,"15","2016","10.1016/S1474-4422(16)30034-5","14744422","8","http://linkinghub.elsevier.com/retrieve/pii/S1474442216300345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","ARTICLE","Sesg2021309",NA,NA,"Klaus Langohr",NA,NA,NA,NA,"NA",NA,NA,"Medicina Clínica Práctica",NA,"12","SGR2022: YES , PID: NO , NA , NA , Firstauthor: YES , Lastauthor: YES , Bioinf: - , Stat_Prob: - ,  ,",NA,NA,"100299",NA,NA,NA,"Sesgo de selección",NA,"4","2021","10.1016/j.mcpsp.2021.100299","26039249",NA,"https://linkinghub.elsevier.com/retrieve/pii/S2603924921001117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","ARTICLE","Shor2019310",NA,NA,"Jose Rodríguez-Morató, Albert Goday, Klaus Langohr, Mitona Pujadas, Ester Civit, Clara Pérez-Mañá, Esther Papaseit, Jose Manuel Ramon, David Benaiges, Olga Castañer, Magí Farré, Rafael de la Torre",NA,NA,NA,NA,"NA",NA,NA,"Scientific Reports",NA,"12","SGR2022: YES , PID: NO , HQ: 1 , IF: 3,998 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"20405",NA,NA,NA,"Short- and medium-term impact of bariatric surgery on the activities of CYP2D6, CYP3A4, CYP2C9, and CYP1A2 in morbid obesity",NA,"9","2019","10.1038/s41598-019-57002-9","2045-2322","1","https://www.nature.com/articles/s41598-019-57002-9","<p> Morbid obesity and bariatric surgery induce anatomical, physiological and metabolic alterations that may alter the body’s disposition of drugs. Current literature on this topic is limited and sometimes inconsistent. Cytochrome P450 (CYP) is a superfamily of enzymes that metabolize around 75% of all marketed drugs. The purpose of this study was to evaluate the impact of body mass index� and bariatric surgery on CYP activities. Firstly, we evaluated the <italic>in vivo</italic> activity of 4 major CYP isoenzymes (CYP2D6, CYP3A4, CYP2C9, and CYP1A2) in normal weight, overweight, and morbidly obese individuals. Secondly, we assessed the short- (1 month) and medium-term (6 month) effects of the most commonly employed bariatric surgery techniques (laparoscopic sleeve gastrectomy and Roux-en-Y gastric bypass) on the activity of these enzymes. CYP3A4 activity was lower in morbidly obese individuals, compared to normal-weight controls. Interestingly, bariatric surgery normalized CYP3A4 activity. In comparison with normal-weight controls, morbidly obese individuals had higher CYP2D6 activity, which was only observed in individuals with two functional alleles for this isoenzyme. Neither body mass index nor surgery had significant effects on CYP2C9 and CYP1A2 activities. Overall, no relevant differences in CYP activities were found between surgical techniques. In conclusion, further studies should evaluate whether the observed alterations in CYP3A4 activity will require dose adjustments for CYP3A4 substrates especially in morbidly obese individuals before and after bariatric surgery. </p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","ARTICLE","Surv2018311",NA,NA,"Lorena Garitta, Klaus Langohr, Eliana Elizagoyen, Fernanda Gugole Ottaviano, Guadalupe Gómez, Guillermo Hough",NA,NA,NA,NA,"NA",NA,NA,"Food Quality and Preference",NA,"9","SGR2022: YES , PID: NO , HQ: 1 , IF: 3,684 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"371-376",NA,NA,NA,"Survival analysis model to estimate sensory shelf life with temperature and illumination as accelerating factors",NA,"68","2018","10.1016/j.foodqual.2018.03.014","09503293",NA,"https://linkinghub.elsevier.com/retrieve/pii/S0950329318302362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","ARTICLE","TheT2020312",NA,NA,"Francina Fonseca, Joan-Ignasi Mestre-Pintó, Àlex Gómez-Gómez, Diana Martinez-Sanvisens, Rocío Rodríguez-Minguela, Esther Papaseit, Clara Pérez-Mañá, Klaus Langohr, Olga Valverde, Óscar Pozo, Magí Farré, Marta Torrens",NA,NA,NA,NA,"NA",NA,NA,"Journal of Clinical Medicine",NA,"12","SGR2022: YES , PID: YES , HQ: 1 , IF: 4,241 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"4103",NA,NA,NA,"The Tryptophan System in Cocaine-Induced Depression",NA,"9","2020","10.3390/jcm9124103","2077-0383","12","https://www.mdpi.com/2077-0383/9/12/4103","<p>Major depression disorder (MDD) is the most prevalent psychiatric comorbid condition in cocaine use disorder (CUD). The comorbid MDD might be primary-MDD (CUD-primary-MDD) or cocaine-induced MDD (CUD-induced-MDD), and their accurate diagnoses and treatment is a challenge for improving prognoses. This study aimed to assess the tryptophan/serotonin (Trp/5-HT) system with the acute tryptophan depletion test (ATD), and the kynurenine pathway in subjects with CUD-primary-MDD, CUD-induced-MDD, MDD and healthy controls. The ATD was performed with a randomized, double-blind, crossover, and placebo-controlled design. Markers of enzymatic activity of indoleamine 2,3-dioxygenase/tryptophan 2,3-dioxygenase, kynurenine aminotransferase (KAT) and kynureninase were also established. Following ATD, we observed a decrease in Trp levels in all groups. Comparison between CUD-induced-MDD and MDD revealed significant differences in 5-HT plasma concentrations (512 + 332 ng/mL vs. 107 + 127 ng/mL, p = 0.039) and the Kyn/5-HT ratio (11 + 15 vs. 112 + 136; p = 0.012), whereas there were no differences between CUD-primary-MDD and MDD. Effect size coefficients show a gradient for all targeted markers (d range 0.72–1.67). Results suggest different pathogenesis for CUD-induced-MDD, with lower participation of the tryptophan system, probably more related to other neurotransmitter pathways and accordingly suggesting the need for a different pharmacological treatment approach.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","ARTICLE","Vali2022313",NA,NA,"Miguel Ley, Nazaret Peláez, Alessandro Principe, Klaus Langohr, Riccardo Zucca, Rodrigo Rocamora",NA,NA,NA,NA,"NA",NA,NA,"Clinical Neurophysiology",NA,"5","SGR2022: YES , PID: YES , HQ: 2 , IF: 3,708 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"38-45",NA,NA,NA,"Validation of direct cortical stimulation in presurgical evaluation of epilepsy",NA,"137","2022","10.1016/j.clinph.2022.02.006","13882457",NA,"https://linkinghub.elsevier.com/retrieve/pii/S1388245722001699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","ARTICLE","VNTR2016314",NA,NA,"Laura del Hoyo, Laura Xicota, Klaus Langohr, Gonzalo Sánchez-Benavides, Susana de Sola, Aida Cuenca-Royo, Joan Rodriguez, Jose Rodríguez-Morató, Magí Farré, Mara Dierssen, Rafael de la Torre",NA,NA,NA,NA,"NA",NA,NA,"Frontiers in Behavioral Neuroscience",NA,"10","SGR2022: YES , PID: NO , HQ: 2 , IF: 3,104 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"VNTR-DAT1 and COMTVal158Met Genotypes Modulate Mental Flexibility and Adaptive Behavior Skills in Down Syndrome",NA,"10","2016","10.3389/fnbeh.2016.00193","1662-5153",NA,"http://journal.frontiersin.org/article/10.3389/fnbeh.2016.00193/full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","ARTICLE","Data2022315",NA,NA,"Jose A. Martínez, Klaus Langohr, Julián Felipo, Luciano Consuegra, Martí Casals",NA,NA,NA,NA,"NA",NA,NA,"Data in Brief",NA,"12","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,"108615",NA,NA,NA,"Data set on mortality of national basketball association (NBA) players",NA,"45","2022","10.1016/j.dib.2022.108615","23523409",NA,"https://linkinghub.elsevier.com/retrieve/pii/S2352340922008216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","ARTICLE","Psyc2022316",NA,NA,"V. Olivé, R. Navinés, L. Macías, J.A. López, J. Ariz, S. Quesada, S. Barroso, X. Filella, K. Langohr, R. Martin-Santos",NA,NA,NA,NA,"NA",NA,NA,"General Hospital Psychiatry",NA,"9","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,"68-71",NA,NA,NA,"Psychosocial and biological predictors of resident physician burnout",NA,"78","2022","10.1016/j.genhosppsych.2022.07.007","01638343",NA,"https://linkinghub.elsevier.com/retrieve/pii/S0163834322000901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
